ModelA_loss,ModelA_accuracy,PoisonedModelA_loss,PoisonedModelA_accuracy,ModelAB_hamming,ModelB_loss,ModelB_accuracy,PoisonedModelB_loss,PoisonedModelB_accuracy
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41379733176378264,0.06409161846665666,0.9793999791145325,0.09777587967514992,0.9779000282287598
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.4146725402197371,0.06452084054406733,0.9797000288963318,0.09989423510730266,0.9765999913215637
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.4120714390818128,0.06426162435915321,0.9797000288963318,0.10352991127073764,0.9761000275611877
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.414070163821856,0.06507433048412203,0.9794999957084656,0.1023314971268177,0.9764000177383423
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41308153080243276,0.06452486836016177,0.9794999957084656,0.09671587637662887,0.9776999950408936
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41451006719639,0.06435837366180494,0.9793999791145325,0.100372813513875,0.9767000079154968
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.4137804713556994,0.06471023607207463,0.9793000221252441,0.10534748936593533,0.9767000079154968
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.4121894619383952,0.06463545291386545,0.9793000221252441,0.09658132945895195,0.9771000146865845
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.4131535707278791,0.06488920474536716,0.9794999957084656,0.10138488578498364,0.9757999777793884
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41312444820482636,0.064816586933285,0.9794999957084656,0.1007286372512579,0.9764999747276306
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41313057926231117,0.06480988875003532,0.9796000123023987,0.0976539198845625,0.9771999716758728
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41430314400627816,0.06436748468587175,0.9793999791145325,0.09771666221618652,0.9769999980926514
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41257878408867965,0.06458306274274364,0.9796000123023987,0.10116877746284009,0.9779000282287598
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41318882430841675,0.06444366336166858,0.9794999957084656,0.09914079486429692,0.9764999747276306
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.413808061114381,0.06461088886912912,0.9793999791145325,0.0957543974429369,0.9771999716758728
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.4145606484206396,0.0641962947808206,0.9794999957084656,0.1017729814350605,0.9775999784469604
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41354442564253485,0.06469139247909188,0.9794999957084656,0.10635774920880794,0.9753000140190125
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41411308122424956,0.0647080744841136,0.9794999957084656,0.10616955713629722,0.9753000140190125
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41507259172061994,0.0641390727294609,0.9793000221252441,0.1006613590657711,0.977400004863739
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41263396360604276,0.0645051559926942,0.9793999791145325,0.10022458859980106,0.9769999980926514
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.413591941338042,0.0643710652390495,0.9797000288963318,0.1040908717930317,0.9761000275611877
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41399965666078087,0.06447420463347807,0.9793999791145325,0.10122292193174362,0.9768999814987183
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41276884687070825,0.06455542829111219,0.9794999957084656,0.10046228194236756,0.9764999747276306
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41438438051795173,0.06454007419319824,0.9794999957084656,0.10096814014613628,0.9764999747276306
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.412859279968609,0.0644056176087819,0.9797000288963318,0.09922610690891742,0.9775999784469604
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41336662497547577,0.06411238209884614,0.9789999723434448,0.10030869644880294,0.9768000245094299
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.4142265057877183,0.064764144869335,0.9797000288963318,0.09978978519141674,0.9772999882698059
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41355515499313317,0.06480817708047107,0.9794999957084656,0.10274433844089507,0.9764999747276306
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.4146403521679419,0.064696445017308,0.9793000221252441,0.09706870257258415,0.9768000245094299
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41322561065332547,0.06442946130381898,0.9793000221252441,0.09923943930864335,0.9757999777793884
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.4130324823425544,0.06439034940814599,0.979200005531311,0.10073701545894145,0.9757000207901001
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41380039729252505,0.06459657114502043,0.9797999858856201,0.10028792690336705,0.9764000177383423
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41338195261918775,0.06402034679632634,0.9796000123023987,0.0950394885867834,0.9771999716758728
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41385097851677455,0.06432996965739876,0.9793999791145325,0.10236462397277356,0.9771000146865845
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41399965666078087,0.06442187205031515,0.9793999791145325,0.10981772443652153,0.9761999845504761
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41303094957818326,0.0644900973290205,0.9797999858856201,0.09700687073767185,0.9771999716758728
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41410388463802233,0.06437765081422403,0.979200005531311,0.10100365653634072,0.9768000245094299
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41340341132038455,0.06473041343372316,0.9793000221252441,0.09969785955548287,0.9779999852180481
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41391382185599374,0.06455614012777805,0.9793000221252441,0.0943027377128601,0.978600025177002
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.41446408426525405,0.06453209382370115,0.9789999723434448,0.10132015441954136,0.9763000011444092
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.4131980208946439,0.06400054344478995,0.9794999957084656,0.09768955892324448,0.9778000116348267
0.0643991486328654,0.9793999791145325,0.10159746862053871,0.9776999950408936,0.4138938959191681,0.06467671023663134,0.9796000123023987,0.10219971821308135,0.9775000214576721
