-0.01400,-0.00200,-0.01200,-0.01200,-0.08500,-0.00400,-0.00400,-0.00200,-0.00100,-0.00900,-0.00900
-0.01210,0.00200,-0.00300,0.00500,-0.06700,-0.01100,-0.02700,0.00100,-0.00800,-0.01200,-0.00100
-0.01640,0.00500,-0.00100,0.00200,-0.12300,0.00000,-0.01900,-0.00100,-0.00400,-0.00600,-0.01700
-0.01240,0.00400,-0.00500,-0.01200,-0.08300,0.00300,-0.01400,0.00400,-0.00300,-0.00500,-0.01300
-0.01720,0.00800,0.00100,-0.02300,-0.15400,0.00500,0.01300,0.00100,-0.00300,-0.00700,-0.01300
-0.01780,0.00000,-0.00300,-0.01300,-0.12500,0.01000,0.00600,-0.02200,-0.00500,-0.01700,-0.00900
-0.01530,-0.02100,0.00300,0.00100,-0.10500,0.00100,0.01200,-0.00300,-0.02700,0.00000,-0.01400
-0.01330,-0.00100,0.00300,-0.01400,-0.09600,0.00100,0.00100,-0.00100,-0.00200,-0.01500,-0.00900
-0.01230,0.00800,-0.00700,-0.00400,-0.06800,-0.01300,-0.02100,-0.00800,0.00600,-0.00300,-0.01300
-0.01440,0.01100,-0.00600,-0.00300,-0.11800,0.00900,0.00000,-0.00400,-0.01400,-0.00600,-0.01300
-0.01820,0.00600,-0.00300,0.00100,-0.13500,-0.00800,-0.00600,-0.00200,-0.00800,-0.00700,-0.02000
-0.01360,0.00600,-0.00600,-0.00200,-0.07700,-0.00500,-0.04100,0.00100,0.01200,-0.01100,-0.01300
